LawsId	LawsTarget type	LawsDescription	LawsGhg target	LawsYear	LawsBase year period	LawsSingle year	LawsSource	LawsGeography	LawsGeography iso	LawsSector	LawsConnected law ids	LawsScopes	LawsVisibility status	LegislationsId	LegislationsLaw Id	LegislationsTitle	LegislationsLegislation type	LegislationsDescription	LegislationsParent	LegislationsGeography	LegislationsGeography iso	LegislationsSector	LegislationsFrameworks	LegislationsResponses	LegislationsDocument types	LegislationsKeywords	LegislationsNatural hazards	LegislationsVisibility status
														8534.0		The National Renewable Energy Action Plan 2016-2020	executive	The National Renewable Energy Action Plan (NREAP) is a broad document setting Lebanon's quantitative objectives of renewable energy penetration in the energy supply market. It details sectoral plans for wind, large-scale and household solar (photovoltaic, concentrated and water heater), hydro, geothermal and biomass (including waste-to-energy). For each resource, it assesses the potential, its financial and physical opportunities and provide a penetration target to 2020. The Plan especially focuses on the objectives of a 12 per cent share of renewable resources in the energy mix by 2020, with 2.06% from wind, 4.2 per cent from solar, 3.24 per cent for hydro and 2.5 per cent for biomass. It furthers proposes a plan to develop the legal and legislative framework that would allow for the targets to be met, alongside the set up for a grid code, and several support policies including financial schemes (including net metering, feed-in tariffs, capital subsidy or rebate).		Lebanon	LBN	Water,Waste,Energy			Plan	Institutions / Administrative Arrangements, Energy Supply		published
														8532.0		National Forest Program 2015-2025	executive	The Lebanese National Forest Plan (NFP) 2015-2025 constitutes the main forestry policy instrument that is being used by the ministry of Agriculture over the decade. The NFP details the government's interventions aimed at fostering sustainable management, coordination and cooperation mechanisms among both the public and private sectors. The NFP's goals include 1) establishing restoration and rehabilitation plans in degraded lands to counteract soil erosion and desertification, 2) enhancing ecosystem resilience in forestland to mitigate the impact of climate change and other natural hazards, and 3) carbon sequestration. The document further discusses legal, operational and budgetary objectives.		Lebanon	LBN	Transportation,LULUCF		Adaptation	Programme	Adaptation, Institutions / Administrative Arrangements, Research And Development, Redd+ And Lulucf		published
														8529.0		Eighth long-term plan for electricity supply and demand and Implementation plan for renewable 20% by 2030	executive	The Eighth long-term plan for electricity supply and demand is an extensive document setting targets of increased production from renewable energy sources and natural gas, while reducing the country's reliance on coal and nuclear sources. The document adopts policy changes and seek an amendment of the Electricity Business Act accordingly. It charges the Minister of Commerce, Industry and Energy to establish a plan for electricity supply in accordance with the present targets and Implementation Plan, taking into account economic efficiency, the environment and general safety. The Plan sets an objective of 20 % share of electricity production obtained from renewables by 2030, while natural gas would reach 18.8 %, and both coal and nuclear decreasing to 36.1 % and 23.9 % respectively. This corresponds to an installed capacity of renewable energy, with solar and wind especially favoured, going from from 11.3 GW to 23.3 GW in 2022 and 58.5 GW in 2030. The Plan further details a roadmap to phase-out eleven nuclear power plants, and five new projected plants. These targets are also expressed in objectives of GHG emissions reductions to 2030. The Plan is expected to be translated into law in the coming year.		South Korea	KOR	Energy			Plan	Energy Supply		published
														8502.0		National Strategy for the introduction of electric mobility in Malta and Gozo	executive	The National Strategy for the introduction of electric mobility in Malta and the island of Gozo was introduced in July 2012 by the Ministry for Resources and Rural Affairs to enable the two islands to enjoy the multiple benefits stemming from a lower carbon-intensive carbon sector. One such benefit is the potential for carbon emissions reductions. A number of drivetrains are considered and include battery electric, fuel cell electric and hybrid technologies. The transport modes considered for electric mobility are bicycles, scooters, motorcycles, cars, vans, trucks and buses. The Strategy formulates a number of policy recommendations to be implemented by relevant authorities. It strengthens the case for using renewable energy in transportation, suggests legal and economic discriminations to speed up the introduction of electric vehicles and outlines the indicative target of 5 000 electric vehicles by 2020. In November 2013, the Malta National Electromobility Action Plan was published by the Malta National Electromobility Platform to follow up on the Strategy's implementation.		Malta	MLT	Transportation,Energy		Mitigation	Strategy	Energy Demand, Transportation		published
														8490.0		National Climate Change Policy	executive	The Barbados National Climate Change Policy of 2012 aims at establishing a national process for adaptation to climate change, reduce the country's greenhouse gases emissions, design appropriate mechanisms to respond to climate change, and move towards renewable energy. Press release		Barbados	BRB	Energy	Adaptation, Mitigation	Adaptation	Law	Adaptation, Institutions / Administrative Arrangements, Energy Supply		published
														8280.0		Law on Energy Efficiency Fund (No. 5598)	legislative	Law No. 5598 defines the legal, economic, and organizational foundations for the establishment and operation of the Energy Efficiency Fund. The Fund is established to support energy efficiency initiatives and introduce incentive and support measures for energy efficiency improvements and energy saving in buildings, in particular in the residential sector. It takes into account the national plan for energy efficiency, reducing carbon dioxide emissions under the Paris agreement, and upholding Ukraine's international obligations in the area of energy efficiency.		Ukraine	UKR	Transportation,Energy,Residential and Commercial			Law	Institutions / Administrative Arrangements, Energy Demand		published
														4845.0		National Agriculture Policy 2012-2030	executive	Acknowledges that crop production varies from year to year due to the effects of climate change; that the agriculture sector contributes to climate change through emissions and unsustainable production practices, and provides that the agriculture sector will promote production practices that minimise contribution to climate change, such as conservation farming, tree planting, etc.		Zambia	ZMB	Agriculture			Policy	Redd+ And Lulucf		published
														4835.0		Samoa Energy Sector Plans 2012 - 2016 and 2017-2022	executive	Multiple references to climate change (which is characterised as a 'cross-cutting issue'). Greenhouse gas abatement through renewables and energy efficiency forms a key part of the strategy.		Samoa	WSM	Energy		Mitigation	Plan	Institutions / Administrative Arrangements, Research And Development, Energy Supply, Energy Demand, Transportation		published
														4460.0		Forest Law	legislative	This law regulates the preservation, protection, planning, cultivation and use of forests, the disposal of forests and forest land, supervision over the implementation of this law, as well as other issues important for forests and forest land. Art. 3 states that this law provides for the conditions for sustainable forest management and forest land as good of general interest, in the manner and in the extent that it permanently maintains and improves their production capacity, biodiversity, renewability and vitality, and improves their potential to mitigate climate change, as well as their economic, ecological and social function, without causing damage to the surrounding ecosystems. Protecting forests is made in art. 4 as an activity of general interest, which shall notably lead to 1) the prohibition of permanent reduction of areas under forests; 2) increase of the total forest fund, as well as the share of state ownership in the forests in the Republic of Serbia, and especially in forests with a special purpose; 3) financing the preservation, protection and improvement of the state of existing and raising new forests, development of forest management plans and programs through the Budget Fund for Forests of the Republic of Serbia (hereinafter: the Budget Fund), ie funding for the preservation, protection and improvement of existing and new forests , development of plans and programs of forest management through the Budget Fund for forests of the Autonomous Province (hereinafter: the Budgetary Provincial Fund); 4) adopting programs for development of forestry, forest management plans and their implementation; 5) establishment of legal entities for forest management in state ownership; 6) establishing, maintaining and using the national information system in forestry; 7) providing material, expert and advisory support to forest owners; 8) prohibition of alienation of state-owned forests, except in the cases provided for by this Law; and 9) conservation and protection of forests as environmental factors. Art. 6 on the economic functions of forests notably recognises that forests mitigate the harmful effects of greenhouse gases emissions by carbon sequestration, oxygen production and biomass.		Serbia	SRB	Environment,Transportation,LULUCF,Energy			Law	Redd+ And Lulucf		published
														2068.0		National Energy and Climate Strategy for 2030	executive	"The National Energy and Climate Strategy lays out concrete actions and objectives on how Finland is to achieve the energy and climate objective consistent with 2050 carbon neutrality target. It notably updates previous goals on renewable energy: 1) the share of renewable energy into final energy demand should rise to over 50 % in the 2020s while the use of oil products will be halved, 2) investment subsidies will be mainly targeted on commercialisation of new technologies, expanding biofuels in transport and promote the use of agricultural, societal and industrial waste and side streams in transport, heat and electricity generation, and 3) promote the generation and use of biogas. Other decisions include 1) focusing greenhouse gases emissions reductions from transportation on road transport, 2) phase out coal in the energy mix by 2030, 3) fortifying the growth and carbon binding capacity of forests to prevent the decline of the carbon sink capacity. Feed-in-tariffs will be ""discontinued"" for wind power to increase stability by seeking new projects being developed on market terms, allow for long-term competitiveness of the Finnish economy and reduce the burden on the State's budget. In that purpose, technology-neutral competitive tendering will be pursued over the period 2018-2020. Cost-effective measures will be augmented by ¬ 160 to 240 million in 2018-2020 and by ¬ 900-930 million over the period 2021 to 2030. Energy taxation will also foster the use of forest chips and other wood by-products for combined heat and power generation and biofuels."		Finland	FIN	Waste,Transportation,LULUCF,Industry,Energy,Economy-wide,Residential and Commercial,Agriculture	Mitigation	Mitigation	Strategy	Institutions / Administrative Arrangements, Research And Development, Energy Supply, Energy Demand, Redd+ And Lulucf, Transportation		published
														2031.0		Law on the transition to green economy	legislative	"The purpose of the law (full name: 'On introducing amendments and addenda to some legislative acts of Kazakhstan on the transition to green economy"") is to improve legislation related to ecology and renewable energy. Changes are made to the Land, Water, Environment, Tax, and Enterprise Codes to introduce or strengthen sustainable practices (e.g. updated environmental and natural resources protections, extended producer responsibility, improved standards for water consumption, sustainable waste management). In direct relation to climate change, the law supplements the law 'on supporting the use of renewable energy sources' with amendments further supporting renewable electricity, creation of a renewable energy reserve fund, and improvement of the mechanisms for connecting renewable sources to national electric grid. Full text (Kazakh) can be found here"		Kazakhstan	KAZ	Water,Waste,Energy,Economy-wide			Law	Institutions / Administrative Arrangements, Energy Supply		published
														2008.0		Law 27191 on Renewable Energy	legislative	The Law builds on and updates the Regimen for the National Promotion for the Production and Use of Renewable Sources of Electric Energy established by the Law 26.190, and extends the regimen for the period 2018-2025. It sets national renewable energy targets, establishes a fund for financing renewable energy projects, and defines minimum renewable requirements for large consumers. The law sets the following national targets for renewable energy: By 31 December 2017, minimum of 8% of total electricity consumed comes from renewable sources.By 31 December 2019, minimum of 12% of total electricity consumed comes from renewable sources.By 31 December 2021, minimum of 16% of total electricity consumed comes from renewable sources.By 31 December 2023, minimum of 18% of total electricity consumed comes from renewable sources.By 31 December 2025, minimum of 20% of total electricity consumed comes from renewable sources. The law creates a new Fund for the Development of Renewable Energies (FODER), which is to be funded, among others, through the National Treasury with minimum 50% of the savings from shifting from fossil fuels to renewables, estimated at about US$41 billion by 2025. The law also establishes special obligation for large energy users (power demand exceeds 300 kW) to achieve the above-mentioned targets individually, under a threat of penalty. Their renewable energy might be produced on site or purchased through contracts, whose price is capped by the Law at maximum US$113/MWh or its equivalent in the national currency. This price can be modified for new contracts after two years from the entry into force of the law takes effect if required by market conditions.		Argentina	ARG	Energy			Law	Energy Supply, Energy Demand		published
														2007.0		Law 26.190 Regime for the National Promotion for the Production and Use of Renewable Sources of Electric Energy	legislative	The Law, as updated in October 2015, builds on the concept of production of electricity from renewable energy sources as a matter of national interest. It requires that by 31 December 2017, 8% of all electricity consumed nationally must be generated from renewable energy sources. The law directs the executive power to co-ordinate a Federal Programme for the Development of Renewable Energy and creates a fund to finance renewable energy projects, including through feed-in tariff. Private firms who are recognised as beneficiaries of the Programme and/or the Fund will enjoy a series of tax benefits, expanded in 2015 (decrease of VAT through exemption on import duties, accelerated amortization of Income Tax, fiscal certificates, etc.). The 2015 update also enlarges the list of 'renewable sources' to include wave energy, ocean currents energy and biofuels, and it expands the support of the Programme and Fund to hydropower plants with capacity up to 50 MW (up from original 30 MW).		Argentina	ARG	Energy			Law	Research And Development, Energy Supply		published
														2001.0		Climate Change Strategy 2010-2020	executive	The Strategy sketches Turkey's vision in addressing multiple aspects of climate change, and serves as a basis for the National Climate Change Action Plan 2011-2023. The Strategy puts forth a set of policies to address those in the short-, medium-, and long term for reduction of emissions from the following sectors: energy, industry, transportation, waste, LULUCF. It calls for increasing of energy efficiency and use of renewable energy, gradually moving to low- and zero-carbon emissions and the reduction of energy intensity by 2020 to 2004 levels, 30% share of renewables in electricity by 2023, and a reduction of 7% of emissions from electricity by 2020 against a BAU scenario. The strategy also addresses the need to develop policy on climate change adaptation. The Strategy further lays out a way forward for technology development and transfer, institutional infrastructure building and monitoring.		Turkey	TUR	Waste,Transportation,Industry,Energy,Residential and Commercial		Adaptation, Mitigation	Strategy	Adaptation, Research And Development, Energy Supply, Energy Demand, Redd+ And Lulucf, Transportation		published
														2005.0		Energy Law (Dz.U. 1997 nr 54 poz. 348)	legislative	This law (with later amendments, lastly in September 2015) defines the principles of state energy policy, conditions for the supply and use of fuels and energy, and the framework for activities of energy companies. It also specifies the authorities responsible for the management of fuels and energy. Among others, it established the basis for independent electricity and gas production and access of independent power producers to the grid, principles for least cost and integrated resource planning, support to high efficiency heat and power production, demand side management and energy efficiency labels. It facilities the production of electricity from renewable energy sources (up to 5MW), making them eligible to benefit from a reduced grid connection fee and exempt from paying annual licence fees. Energy providers are allowed to incorporate costs of developing renewable energy into their tariff regimes. Since 1 October 2005, energy enterprises that generate, trade or purchase electricity are obliged to purchase or generate a certain amount of electricity from renewable sources of energy. The obligation will be met through the acquisition and redemption of certificates of origin that certify electricity produced from renewable sources. Transmissions and distribution operators are obliged to accept renewable sources of energy. Similar scheme for heat produced from renewable energy sources entered into force on 1 January 2007. The amendment of 26 July of 2013 simplified the setting up a micro-installation (renewable energy sources with no more than 40kW of total installed electrical capacity, connected to electrical grid of a voltage lower than 110kV or no more than 120 kW of total installed heat capacity). Applications to connect a micro-installation to the grid will no longer be subject to a connection fee nor required to attach documents confirming the admissibility of locating the installation in the investment area. In some cases, there will be no need for an interconnection agreement. It also expands the definition of renewable energy sources to aerothermal and hydrothermal, it provides the protection of vulnerable consumers, as well as support for energy-intensive industries. In order to make the gas market more transparent and competitive, the Small Tri-Pack imposes the obligation to sell at least 30% (40% since 2014 and 55% since 2015) of the gas at the exchange markets. The Act also exempts people producing energy from renewable resources for their own purposes from the obligation to obtain the license for the power supply. The amendment to the Energy Law from 26 September 2015 introduces measures necessary for the application of the 'REMIT Regulation' of the European Parliament and the Council Regulation no. 1227/2011 (25 October 2011) on the wholesale energy market integrity and transparency. It establishes a legal framework necessary for monitoring the practices of wholesale energy market participants, as well as detecting and deterring fraudulent practices in this sector.		Poland	POL	Energy			Law	Institutions / Administrative Arrangements, Energy Supply, Energy Demand		published
														1794.0		Decision No.799/QD-TTg. Approval of the national REDD action programme	executive	Prime Minister's approval of the national REDD action programme in the 2011-2020 period. The document sets out the goals, objectives and tasks of Vietnam's REDD+ policy. Principally the legislation is designed to reduce emissions from LULUCF by setting out the legal framework for pilot REDD+ programmes and activities to be demonstrated.		Vietnam	VNM				Programme	Redd+ And Lulucf		published
														1792.0		Resolution 24/NQ-TW: Active response to climate change, improvement of natural resource management and environmental protection	executive	This resolution is intended to further enhance the mainstreaming of climate change and sustainable development in Vietnam, in response to what the government sees as an insufficiently rapid and serious response to previous action plans and legislation amongst Vietnam's ministries. The resolution promotes the shift towards a model of green growth (see the below Green Growth Strategy). This involves restructuring the economy towards sustainable development. The resolution also seeks to create favorable conditions for businesses to invest in green growth, with the government mandated to establish the legal framework and build specific policies to support business.		Vietnam	VNM	Transportation,Economy-wide		Adaptation	Policy	Adaptation, Institutions / Administrative Arrangements		published
														1722.0		Act No. 5686 on Geothermal Resources And Mineral Waters	legislative	In order to increase the production and consumption of geothermal energy 10-fold, the Act was passed as a specific act to this renewable source in addition to the Act on Renewable Energy (see flagship legislation). The Act outlines the procedure, elements and sanctions for issuing transferring and revoking operation licences, auditing the actions of firms while safeguarding resource and the environment. The Act also regulates natural gas that is produced during the process of geothermal production. The Act sets forth the rules and principles for rightful ownership of the resources, during the exploration and operational periods of the geothermal and natural mineral water resources that are/will be specified along with gases with geothermal origins, their turnover, abandonment, bid tendering and terminating the use of resources and protection and extraction of resources.		Turkey	TUR	Water,Energy			Law	Research And Development, Energy Supply, Energy Demand		published
														1710.0		Decree to establish a Greenhouse Gas Management Organization B.E. 2550	executive	The royal decree established the Greenhouse Gas Management Organisation (TGO), which serves as the Designated National Authority for Clean Development Mechanism (CDM) projects in Thailand. It reviews CDM projects for approval and provides technical assistance. The TGO plays an important the role in development of a GHG database, engages in capacity building, and promotes low carbon activities.		Thailand	THA	Transportation,Residential and Commercial			Decree/Order/Ordinance	Institutions / Administrative Arrangements		published
														1695.0		Law No.587 on Promoting the Use of Renewable Energy (Renewable Energy Law)	legislative	This law regulates legal relations between state bodies, natural and legal persons on the efficient management of renewable energy. It sets out the legal and economic framework for sustainable solution for increased energy savings and reduction of anthropogenic impacts on the environment and the climate from energy sectors. It provides definitions and regulations in the management of renewable energy sources. The law provides: principles and goals of the state policy in the development of renewable energy sources; methods to integrate renewable energy sources to the national energy system; research and regulatory activity aimed to increase the use of renewable energy sources; registration, transportation and distribution of renewable energy sources; and incentives for production and management of renewable energy sources. These sources include solar energy, wind power, hydropower, geothermal energy and biomass (including wood waste, industrial waste from agriculture and forestry, housing and communal services and household waste). This law aims to institute a set of actions to transform the storage, distribution and consumption of renewable energy, as well as the logistics of such actions. Priority sites for renewable energy installation are: decentralised energy zones, where due to low population density, building conventional power plants and high-voltage lines is not practical; zone district energy, where the poor state of the energy network or power deficiency result in significant economic losses and negative social consequences; settlement and places of public recreation, where harmful emissions of industrial activities have resulted in complex environmental problems; and settlements, cottages and places of temporary residence for people where problems of heating electricity and hot water supply exist. The law provides that state support could be provided for the: establishment and implementation of targeted programmes to promote the use of renewable energy sources; scientific and technical support for the establishment and implementation of facilities for the use of renewable energy sources; participation in international and/or regional organisations on the use of renewable energy sources; and other activities aimed at promotion of renewable energy use. Methods of standardisation include: switching performance in accordance to technical provisions and standards; commissioning technical regulations and standards; establishing methodological, organisational and technical base of the efficient use of renewable energy sources; inclusion of the technical provisions and standards to the energy production from renewable energy sources; and inclusion of energy efficiency in the technical regulations in the field of construction, vehicles, appliances for households and other types of goods and services consuming energy from renewable sources. Certificates confirm that the energy produced by the installation of renewable energy corresponds to the technical regulations, standards and other requirements.		Tajikistan	TJK	Water,Waste,Transportation,LULUCF,Industry,Energy,Residential and Commercial,Agriculture		Mitigation	Law	Energy Supply, Energy Demand, Transportation		published
														1694.0		Forest Act 921.0	legislative	Legislation to support sustainable management of forests and adaptation to climate change. Its objective is to maintain existing forest cover and protect it as natural habitat. These objectives are combined with maintaining the forests' protective, welfare and usefulness function as well as to support and maintain the forest economic sector. The forest act also aims to protect humans and capital from landslides, erosion and natural disasters. Deforestation permits are required for land use changes and public accessibility is to be ensured (except for vehicles). The key overall principle is the sustainable management of the forest to ensure its continued existence with its current level of forest cover, biodiversity and functionality (e.g. its protective function against landslides resulting from melting of glaciers and permafrost soils). The national forest programme based on the Forest Act describes in its action plan for 2004-2015 the priority areas of guaranteeing the forest's protective functions, conserving biodiversity, improving the economic viability of the forestry sector, strengthening the value-added chain for wood and protecting forest soils, trees and drinking water.		Switzerland	CHE	Environment,Water,Transportation,LULUCF		Adaptation, Disaster Risk Management	Law	Adaptation, Institutions / Administrative Arrangements, Redd+ And Lulucf		published
														1693.0		Energy Act 730.0 and related regulation	legislative	"The Energy Act (as amended notably by the 2007 Electricity Supply Act, in force since 01/01/2009) and related Ordinances (see below) provide the basis for a 'sustainable and modern Swiss energy policy' (Swiss Federal Office of Energy). The main aim of the Act is to contribute to an adequate energy supply - i.e. diversified, safe, economical and compatible with the requirements of environmental protection. Its principal goals include: - ensure production and distribution of economic power, compatible with the requirements of environmental protection - promote the efficient and rational use of energy - encourage the use of indigenous and renewable energy. The Act provides three main targets, to be reached in co-operation with the Cantons, the energy sector and other stakeholders: - The average annual electricity production from renewable sources is to be increased by at least 5,400 GWh by 2030 compared to 2000. Up to 10% of the required target can be met by renewable electricity generation abroad (e.g.CDM). - The average annual hydro-power production is to increase by at least 2,000 GWh by 2030 compared to 2000 - Households' final energy consumption must be stabilised by 2030 at the level it would have had at the entry into force of this provision (2009). Among the measures put forward by the Act to meet the above targets are certification of electricity origin (renewable electricity certificates), preferential installation of new renewable electricity or CHP compared to fossil fuel plants, mandatory offtake for renewable electricity for utilities (conditions apply) with financial support for solar PV plants (30kW max), and energy labelling for buildings, vehicles and appliances. The Energy Ordinance specifies the provisions of the Energy Act: It includes provisions for a feed-in tariff for electricity from solar PV, wind, hydro (up to 10MW), geothermal and biomass. The payments are made for 10, 20 or 25 years and are differentiated according to application, technology and size of the installation. They only apply to installations built, renovated or expanded after 1 January 2006. The overall funding for available feed-in tariffs is capped in 2015 at approximately CHF580m (USD605.9m), with funds to be distributed among the different types of technologies so as to ensure their parallel development (the entire fund cannot assigned to one single technology). The making of the New Energy Act started on September 30, 2016, to enhance its previously stated goals over the period until 2035 of a sustainable security of supply, efficiency, reduced overall energy consumption and increase of domestic renewable energy use. The referendum of May 21st, 2017, decided for a ""complete revision"" of the Act that will enter into force on January 1, 2018. Revisions under the new Act include an increased promotion of renewables, which will benefit of a grid fee raised to 2,3 ct./kWh. However, the new system of subsidies is limited to the end of 2022 and plants under 1 MW of capacity won't be accepted anymore. Smart metering systems also get enhanced legal rights. Energy efficiency targets for private motorised vehicles (cars) are indexed to the European Union limits, and subsidies will be included for vehicles emitting less than 50g of CO2 per km will be applied from 2020 to 2022. Furthermore, a complete ban to any further project of nuclear energy is stated. An ""Energy Strategy 2050"" document has also been released as an official vision of where the country is aiming to."		Switzerland	CHE	Transportation,Energy,Residential and Commercial		Mitigation	Law	Energy Supply, Energy Demand, Transportation		published
														1692.0		Federal Heavy Vehicle Fee Act 641.81 and Federal Heavy Vehicle Fee Ordinance 641.811	legislative	Freight transportation is subject to the heavy vehicle fee (HVF). In 2008 it was levelled off at CHF0.0275 (USD0.0287)/tonne/km. It differentiates according to three aspects: ? Distance travelled in Switzerland ? Gross weight ? Pollution intensity of the vehicle based on EURO classes/ emission standards It applies to road vehicles over 3.5 tonnes and aims at internalising the external costs of road transportation, especially goods in transit through Switzerland. The revenue is shared between the cantons (1/3) and the federal government (2/3). While the cantons predominantly use the revenues as compensation for road costs they incur, the revenues attributed to the federal government are invested into rail transportation projects such as Rail 2000, New Transalpine Rail Routes (NEAT), links to the European high-speed network and rail noise control programmes.		Switzerland	CHE	Transportation		Mitigation	Law	Transportation		published
														1691.0		Mineral Oil Tax reduction on Biofuels and Natural Gas (Mineral Oil Tax Act) (amendment)	legislative	The Mineral Oil Tax Act was amended to provide tax incentives for low carbon fuels. It contains provisions that allow a tax reduction of CHF0.40 (USD0.42) per litre petrol for natural gas and liquefied petroleum gas (LPG). Furthermore, biogas and other fuels from renewable energy sources are fully exempted from the Mineral Oil Tax under the condition that they fulfil ecological and social criteria. These include: - Minimum of 40% GHG reduction - Net environmental burden does not significantly exceed the environmental burden of fossil fuels - The cultivation of biofuels must not endanger biodiversity, in particular rainforests In contrast to other countries, in particular the EU, Switzerland has no percentage target for biofuels.		Switzerland	CHE	Environment,Transportation,LULUCF,Energy		Mitigation	Law	Carbon Pricing, Energy Demand, Transportation		published
														1690.0		Regulation on the CO2 Emission for New Passenger Vehicles	executive	Following from the CO2 Act, the Regulation specifies that all newly registered cars are subject to the overall average value of CO2 emissions of 130g CO2/km by 2015. If the average emissions from a passenger car fleet exceed the emission standards, the vehicle importer must pay a fee. There are exemptions for second hand cars (registered for more than 6 months at home or abroad) and (residential) utility vehicles. This applies to both large scale importer (50 or more new registered cars per year) and small scale importer (50 or less new registered cars per year including individual importer). From 2012 to 2018, the first gram of CO2 above target will be penalised at CHF7.5 (USD7.8), second gram at CHF22.5 (USD23.5), third at CHF37.5 (USD39.2). Excess emissions beyond will incur a sanction of CHF 142.5 (USD148.9). From 2019, the maximum sanction applies to all excess emissions. The revision on 30 November 2012 accompanies the revision of CO2 Act, by providing instruments to meet 20% emission reduction by 2020 compared to 1990 level. The instruments include the following: - Reduce emission from buildings (40%), transport (10%) and industrial (15%) sectors by 2020 - Increase CO2 levy if the reduction target for thermal fuel is not met in 2012 () - Building programme financed by CO2 levy on thermal fuel - Fossil fuel importers to compensate 10% of transport-generated CO2 emission by 2020 - Above emission standards of 2012 to continue - Establishment of technology fund financed with at most CHF25m (USD26.1m) per year from CO2 tax revenue - Measures to promote information, training and advisory services.		Switzerland	CHE	Transportation,Industry,Residential and Commercial		Mitigation	Regulation/Rules	Energy Demand, Transportation		published
														1686.0		Environmental Code DS2000:61	legislative	The Swedish Environmental Code contains 15 separate environmental acts, which have been consolidated into the environmental code. These concern the management of land and water areas, environmental quality standards, environmental impact statements and other decision guidance data, protection of nature (animals and plant species), environmentally hazardous activities and health protection, polluted areas, water operations and agriculture, genetic engineering, chemical products and biotechnical organisms as well as waste and producer responsibility. The Environmental Code requires permits for major activities that are expected to be environmentally hazardous. Evaluating the impact on GHG emissions forms a part of the procedure for permit appraisal.		Sweden	SWE	Water,Waste,LULUCF,Health,Agriculture		Adaptation, Mitigation	Law	Adaptation, Research And Development, Energy Demand, Redd+ And Lulucf, Transportation		published
														1683.0		The Building and Planning Act (SFS 2010:900)	legislative	Outlines the parameters for the sustainable planning and conservation of land, water, and development. Authorises municipalities to issue permits and necessary permissions for construction and development, including the construction of wind turbines. Relative to climate change, this Act requires climate impacts and adaptation be considered in planning and permitting for development.Specifically, the Act requires planning and permitting processes to consider: - The sustainable management of land, water, energy, and raw materials and environmental conditions - The conservation of energy and water, as well as climate conditions - Chances of preventing water and air pollution Requires municipalities to have long-term development master plans that include defined areas and limits of public space, land, and water. Authorises municipalities to determine how environmentally valuable public space should be protected. Requires environmental impact assessments for zoning plans and outlines the procedures for the adoption and repeal of zoning plans.		Sweden	SWE	Water,Energy		Adaptation	Law	Adaptation, Energy Demand		published
														1674.0		Spanish Strategy for Climate Change and Clean Energy and the related Plan of Urgent Measures	executive	The Spanish Climate Change and Clean Energy Strategy (EECCEL) horizon 2007-2012-2020 is part of the Spanish Sustainable Development Strategy (EEDS). The EECCEL includes different measures that contribute to sustainable development within the scope of climate change and clean energy. This Strategy is based on the reference framework of the 'Spanish Strategy for the fulfilment of the objectives under the Kyoto Protocol', and it takes into account the measures and Programmes adopted by the Autonomous Communities. The strategy has two chapters. The first one defines actions to fight against climate change and the second one, actions to achieve cleaner energy. Each chapter includes a description of the present situation, the objectives to be reached, the suggested measures and a selection of indicators for the corresponding follow-up. The operational objectives are: - To ensure the reduction of GHG emissions in Spain, giving special importance to measures related to the energy sector. According to the national inventory, in 2005, emissions from energy process represented about 78.87% of total national emissions. - To contribute to sustainable development and the fulfilment of climate change commitments by strengthening the use of flexible project-based mechanisms. - To promote additional reduction measures in sectors concerned with diffuse pollution. - To apply the National Climate Change Adaptation Plan (NCCAP) so as to integrate adaptation measures and strategies in sectoral policies. - To increase public awareness with respect to clean energy and climate change. - To promote research, development and innovation in matters of climate change and clean energy. - To guarantee energy supply security by means of cleaner energies, mainly from renewable sources, achieving other environmental benefits (for example, air quality) and limiting the growth rate of external energy dependence. - To boost energy- and resource efficiency for companies and for end users. The government has adopted a Plan of Urgent Measures (PMU), which together with the 2008-2012 Energy Saving and Efficiency Action Plan aims to consolidate the trend change of GHG emissions in Spain initiated in 2006.		Spain	ESP	Energy	Mitigation	Adaptation, Mitigation	Strategy	Adaptation, Institutions / Administrative Arrangements, Research And Development, Energy Supply, Energy Demand, Transportation		published
														1594.0		Energy Strategy to 2030	executive	The strategy, approved until 2030, is aimed at increasing domestic oil and gas production. The main goal of the first stage is to eliminate the impact of the on-going economic crisis on the energy sector and pave the way for post-crisis development. The second stage will focus on improving energy efficiency. By the end of the third stage, Russia is expected to have switched to highly efficient use of traditional energy and stand ready for transition to alternative energy. It is to be updated in 2015 by Energy Strategy of Russia to 2035.		Russia	RUS	Energy			Strategy	Energy Supply		published
